image,timestamp,experiment,training,dev,dev_resampled,test,test_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-10-08--02-51-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:51:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.6,126.539006,758.8,23.7,,0.042081,0.069403,0.16163,0.164323,0.120402,0.169937,0.028691,0.127044,0.411199,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-51-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:51:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.526667,126.410215,758.726667,23.7,,0.042098,0.069415,0.161531,0.16432,0.120387,0.169844,0.028691,0.127029,0.411162,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-52-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:52:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.5,126.380037,758.8,23.7,,0.042116,0.069421,0.16155,0.164305,0.120437,0.169905,0.028676,0.127073,0.411248,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-52-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:52:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.5,126.380037,758.8,23.7,,0.042116,0.069446,0.161601,0.164308,0.120401,0.169812,0.02868,0.127062,0.411165,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-53-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:53:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.5,126.380037,758.8,23.7,,0.04216,0.069461,0.161656,0.164295,0.120384,0.169901,0.028668,0.12709,0.411103,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-53-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:53:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.5,126.380037,758.8,23.7,,0.042169,0.069433,0.161566,0.16428,0.120377,0.169871,0.02869,0.127082,0.411145,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-54-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:54:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.5,126.363382,758.7,23.7,,0.042187,0.06947,0.161603,0.16429,0.120364,0.169893,0.028683,0.127037,0.41119,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-54-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:54:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.5,126.363382,758.7,23.7,,0.042213,0.069453,0.161616,0.164301,0.120449,0.16985,0.028691,0.127003,0.41125,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-55-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:55:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.473333,126.33321,758.773333,23.7,,0.042237,0.069467,0.161573,0.164261,0.1204,0.16981,0.028669,0.127098,0.411171,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-55-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:55:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.4,126.204434,758.7,23.7,,0.042268,0.069496,0.161528,0.164296,0.120379,0.169862,0.028688,0.127043,0.411176,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-56-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:56:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.4,126.216633,758.773333,23.7,,0.042264,0.069506,0.161578,0.164228,0.12039,0.169779,0.028685,0.127015,0.411053,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-56-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:56:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.4,126.20887,758.726667,23.7,,0.042261,0.06953,0.161693,0.164291,0.120396,0.169836,0.028679,0.127024,0.411146,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-57-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:57:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.4,126.20887,758.726667,23.7,,0.042305,0.069497,0.161556,0.164242,0.120374,0.169846,0.028704,0.127024,0.411205,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-57-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:57:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.326667,126.087872,758.7,23.7,,0.042317,0.069526,0.161618,0.164277,0.120412,0.169856,0.028691,0.127024,0.411117,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-58-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:58:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.3,126.045486,758.7,23.7,,0.042322,0.069539,0.161613,0.164323,0.120388,0.169821,0.028698,0.127056,0.411206,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-58-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:58:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.3,126.045486,758.7,23.7,,0.042359,0.06956,0.161626,0.16432,0.120404,0.169878,0.028672,0.12702,0.411159,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-59-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:59:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.3,126.045486,758.7,23.7,,0.0424,0.069559,0.161688,0.164295,0.120389,0.169786,0.028669,0.127021,0.411129,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--02-59-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 02:59:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.3,126.045486,758.7,23.7,,0.042391,0.06958,0.161618,0.164303,0.120378,0.169806,0.028688,0.126992,0.411113,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-00-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:00:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.3,126.045486,758.7,23.7,,0.042407,0.069586,0.161625,0.164254,0.120408,0.16988,0.028675,0.127059,0.411164,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-00-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:00:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.3,126.045486,758.7,23.7,,0.042474,0.069604,0.161666,0.164272,0.120401,0.169859,0.028676,0.127048,0.411261,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-01-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:01:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.2,125.886539,758.7,23.7,,0.042457,0.069639,0.161644,0.164267,0.120403,0.169837,0.028666,0.127045,0.411161,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-01-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:01:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.2,125.882114,758.673333,23.7,,0.0425,0.069638,0.161635,0.164306,0.120408,0.169827,0.028677,0.127078,0.411185,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-02-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:02:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.2,125.886539,758.7,23.7,,0.04251,0.069636,0.161651,0.164285,0.120385,0.169851,0.028741,0.127033,0.411281,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-02-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:02:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.2,125.886539,758.7,23.7,,0.042539,0.069672,0.161721,0.164292,0.120384,0.169858,0.02869,0.127023,0.411184,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-03-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:03:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.2,125.886539,758.7,23.7,,0.042533,0.069667,0.161621,0.164275,0.120398,0.16983,0.028658,0.127052,0.411154,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-03-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:03:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.2,125.886539,758.7,23.7,,0.042589,0.069728,0.161789,0.164289,0.120414,0.169787,0.02872,0.127076,0.411194,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-04-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:04:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.2,125.882114,758.673333,23.7,,0.042608,0.069753,0.161791,0.164303,0.120404,0.169774,0.028702,0.127025,0.411105,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-04-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:04:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.2,125.886539,758.7,23.7,,0.042599,0.069676,0.161616,0.16425,0.120364,0.169846,0.028715,0.127052,0.411066,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-05-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:05:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,79.173333,125.839734,758.673333,23.7,,0.042654,0.069722,0.161663,0.164271,0.12038,0.169745,0.028705,0.12707,0.411176,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-05-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:05:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.1,125.723172,758.673333,23.7,,0.042654,0.069701,0.161716,0.164255,0.120332,0.169779,0.028692,0.127058,0.411177,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-06-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:06:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.1,125.715439,758.626667,23.7,,0.042682,0.069732,0.161718,0.1643,0.120378,0.169808,0.028674,0.126976,0.411215,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-06-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:06:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.1,125.727591,758.7,23.7,,0.042717,0.069738,0.16175,0.16429,0.120419,0.169862,0.028672,0.127115,0.411142,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-07-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:07:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.026667,125.594473,758.6,23.7,,0.04272,0.069761,0.161736,0.164349,0.120441,0.169859,0.028707,0.127005,0.41115,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-07-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:07:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.0,125.539956,758.526667,23.7,,0.042748,0.069776,0.161774,0.164271,0.120421,0.16983,0.028697,0.12698,0.411164,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-08-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:08:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.0,125.556506,758.626667,23.7,,0.042742,0.06978,0.16176,0.164278,0.120363,0.169829,0.028667,0.127057,0.411155,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-08-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:08:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.0,125.568644,758.7,23.7,,0.042777,0.069779,0.161624,0.164252,0.120379,0.169813,0.028682,0.126995,0.411171,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-09-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:09:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,79.0,125.539956,758.526667,23.7,,0.042795,0.069792,0.161751,0.164227,0.120388,0.16987,0.028694,0.127039,0.41114,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-09-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:09:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.9,125.388758,758.573333,23.7,,0.042826,0.069829,0.161689,0.164226,0.120396,0.169813,0.02868,0.127057,0.411147,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-10-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:10:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.9,125.397574,758.626667,23.7,,0.042851,0.069854,0.161754,0.164287,0.120413,0.169794,0.028708,0.12706,0.411157,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-10-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:10:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.9,125.388758,758.573333,23.7,,0.042865,0.069854,0.161809,0.164294,0.120418,0.169845,0.028701,0.127089,0.411133,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-11-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:11:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.9,125.393166,758.6,23.7,,0.042913,0.069882,0.161744,0.164373,0.120384,0.169805,0.028677,0.127048,0.411233,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-11-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:11:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.8,125.222133,758.526667,23.7,,0.042915,0.069881,0.161782,0.164317,0.120424,0.16982,0.02872,0.127047,0.411174,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-12-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:12:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.8,125.246346,758.673333,23.7,,0.042943,0.069876,0.161741,0.164322,0.120426,0.169818,0.028682,0.127131,0.41115,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-12-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:12:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.8,125.23424,758.6,23.7,,0.04293,0.069909,0.161775,0.164285,0.120397,0.169794,0.028696,0.127108,0.411215,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-13-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:13:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.8,125.23424,758.6,23.7,,0.042972,0.069918,0.161849,0.164283,0.120371,0.169878,0.028673,0.127082,0.411255,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-13-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:13:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.773333,125.191859,758.6,23.7,,0.043,0.069915,0.161766,0.164233,0.120388,0.16991,0.028662,0.127064,0.411152,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-14-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:14:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.7,125.063222,758.526667,23.7,,0.043046,0.069917,0.161747,0.164284,0.120374,0.169815,0.028713,0.126993,0.411245,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-14-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:14:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.7,125.070916,758.573333,23.7,,0.043041,0.06996,0.161736,0.16433,0.120385,0.169869,0.028684,0.127004,0.411166,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-15-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:15:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.7,125.063222,758.526667,23.7,,0.043088,0.069986,0.161819,0.164333,0.120405,0.169871,0.028708,0.127068,0.411212,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-15-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:15:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,False,False,False,78.6,124.904311,758.526667,23.7,,0.043092,0.069979,0.161771,0.164275,0.120398,0.169773,0.028683,0.127087,0.41114,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-16-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:16:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.6,124.928462,758.673333,23.7,,0.043141,0.07003,0.161842,0.164322,0.120419,0.169902,0.02869,0.127064,0.41119,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-16-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:16:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.6,124.916386,758.6,23.7,,0.043163,0.070073,0.161845,0.164269,0.120429,0.169829,0.028673,0.12703,0.411133,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-17-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:17:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.6,124.899919,758.5,23.7,,0.043166,0.070069,0.161955,0.16425,0.120406,0.169855,0.02869,0.127096,0.411198,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-17-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:17:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.5,124.728954,758.426667,23.7,,0.043215,0.070054,0.161852,0.164298,0.120428,0.169857,0.028708,0.127104,0.41112,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-18-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:18:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.5,124.745399,758.526667,23.7,,0.043223,0.070019,0.161805,0.164239,0.120377,0.169895,0.02871,0.126994,0.411202,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-08--03-18-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-08 03:18:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,False,True,True,False,False,78.473333,124.694259,758.473333,23.7,,0.043271,0.070119,0.162004,0.164282,0.120383,0.169819,0.028684,0.127034,0.411075,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
